"","dataset.id","site.name","lat","long","depth","age.young","age.old","age","Abies","Acer","Alismataceae","Alnus","Amaranthaceae undiff.","Ambrosia","Artemisia","Asteraceae subf. Asteroideae","Asteraceae undiff.","Betula","Botrychium","Brassicaceae","Campanulaceae undiff.","Cannabaceae undiff.","Carya","Castanea","Ceanothus/Rhamnus","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae undiff.","Dryopteris","Elaeagnaceae undiff.","Ericaceae undiff.","Fabaceae undiff.","Fagus","Fraxinus","Galium","Ilex","Impatiens","Iva","Juglans","Larix","Liquidambar","Lycopodiaceae undiff.","Mentha","Moraceae undiff.","Morus","Myrica","Nyssa","Osmundaceae.undiff.","Ostrya/Carpinus","Oxalidaceae","Picea","Pinus subg. Pinus","Pinus subg. Strobus","Pinus undiff.","Plantago","Platanus","Poaceae undiff.","Polygonaceae undiff.","Polypodiophyta undiff.","Polypodium","Populus","Potentilla","Pteridium","Quercus","Ranunculaceae undiff.","Rosaceae undiff.","Rumex/Oxyria","Salix","Salsola","Sambucus","Sarcobatus","Saxifragaceae undiff.","Stachys","Thalictrum","Tilia","Tsuga","Ulmus","Urticaceae","Viburnum","Vitaceae","Xanthium","Zanthoxylum"
"67","19937","Spicer Lake",41.75738,-86.52208,528.5,6307,6815,6546,0,20,0,0,0,3,1,1,0,1,0,0,0,0,12,1,0,4,0,0,0,5,3,0,0,0,61,22,0,0,0,0,4,0,0,0,0,0,1,0,6,0,6,0,0,0,0,0.5,3,0,2,0,0,1,0,0,0,76,0,0,7,0,0,0,0,0,0,0,2,0,42,0,0,0,0,0
"68","19937","Spicer Lake",41.75738,-86.52208,536.5,6383,6900,6631,0,16,0,0,0,5,0,0,1,1,0,0,0,0,17,0,0,2,0,0,3,0,0,0,0,0,47,27,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,1,5,0,0,0,0,0,80,0,0,1,0,0,1,0,0,0,0,4,0,56,0,0,0,0,0
"69","19937","Spicer Lake",41.75738,-86.52208,544.5,6458,6982,6715,6.5,18,0,0,4,2,0,0,1,0,0,0,0,0,14,0,0,4,0,0,2,0,0,0,0,0,40,15,0,0,0,0,3,0,0,3,0,0,1,0,1,0,12,0,0,0,0,1,3,0,3,1,0,0,2,0,0,78,0,0,2,0,0,1,0,0,0,0,1,0,63,0,0,0,0,0
"70","19937","Spicer Lake",41.75738,-86.52208,552.5,6538,7066,6800,4.5,15,0,0,3,5,0,0,2,1,0,0,0,0,25,0,0,2,0,0,0,1,0,0,0,0,27,9,0,0,0,0,5,0,0,0,0,0,1,0,2,0,4,0,1,0,0,0,2,0,2,1,0,0,0,0,0,103,0,0,2,0,0,0,0,0,0,0,2,0,51,0,0,0,0,0
"71","19937","Spicer Lake",41.75738,-86.52208,560.5,6616,7144,6885,2,21,0,0,2,7,0,0,0,1,0,0,0,0,16,0,0,2,0,0,1,1,0,0,1,0,4,21,0,0,0,0,2,0,0,0,1,0,0,0,1,0,8,0,0,0,0,1,3,0,3,0,0,0,0,0,0,101,0,0,4,1,0,0,0,0,0,0,4,0,57,0,0,0,0,0
"72","19937","Spicer Lake",41.75738,-86.52208,568.5,6715,7206,6968,2,21,0,0,1,7,0,1,2,3,0,0,0,0,15,0,0,0,0,0,4,6,0,0,0,0,6,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,6,0,2,0,0,0,0,0,0,85,0,1,3,1,0,0,0,0,0,0,2,0,37,0,0,0,0,0
"73","19937","Spicer Lake",41.75738,-86.52208,576.5,6834,7269,7049,0,16,0,3,2,4,0,0,0,1,0,0,0,0,18,0,0,1,0,1,3,2,0,0,0,0,10,35,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,3,0,2,0,0,0,0,0,0,127,0,0,5,0,0,0,0,0,0,0,5,0,52,0,0,0,0,0
"74","19937","Spicer Lake",41.75738,-86.52208,584.5,6939,7361,7139,2,21,0,0,1,2,0,0,0,1,0,0,0,0,15,0,0,0,0,0,3,1,0,0,0,0,3,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0,1,9,0,5,0,0,0,0,0,0,130,0,0,4,1,0,0,0,0,0,0,12,0,34,0,0,0,0,0
"75","19937","Spicer Lake",41.75738,-86.52208,592.5,7013,7512,7241,5.5,25,0,1,1,3,0,0,1,1,2,0,0,0,20,0,0,1,0,0,1,2,0,0,2,0,2,34,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,5,0,1,0,0,0,0,0,0,125,0,0,2,0,0,0,0,0,0,0,8,0,43,0,0,0,0,0
"76","19937","Spicer Lake",41.75738,-86.52208,600.5,7072,7707,7340,5.5,28,0,0,2,10,0,0,0,2,0,0,0,0,26,0,0,4,0,2,3,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,2,6,0,3,0,0,0,0,0,0,114,0,1,2,1,0,0,0,0,0,0,3,0,57,0,0,0,0,0
"77","19937","Spicer Lake",41.75738,-86.52208,608.5,7144,7857,7446,4,16,0,0,5,9,0,0,0,2,0,0,0,0,22,0,0,1,3,0,5,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,4,0,4,5,0,0,0,0,0,118,0,0,3,2,0,0,0,0,0,0,4,0,61,0,0,0,1,0
"78","19937","Spicer Lake",41.75738,-86.52208,616.5,7221,7998,7553,8,21,0,0,1,9,1,0,1,1,0,0,0,0,17,0,0,2,2,2,3,5,0,0,1,0,1,21,0,0,0,0,2,0,0,0,0,0,1,0,0,1,8,0,5,2,0,0.5,3,0,2,1,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,8,0,60,0,0,0,0,0
"79","19937","Spicer Lake",41.75738,-86.52208,624.5,7299,8140,7660,4,22,0,0,1,10,1,0,2,2,1,0,0,0,19,0,0,1,5,1,4,1,0,0,0,0,1,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1.5,5,0,6,1,0,0,0,0,0,99,0,0,5,0,0,0,0,0,0,0,4,0,59,0,0,0,0,0
"80","19937","Spicer Lake",41.75738,-86.52208,632.5,7374,8281,7769,3,14,0,0,1,1,0,0,1,2,0,0,0,0,22,0,0,0,1,0,2,2,0,0,0,0,2,32,1,0,0,0,1,0,0,0,0,0,2,0,1,0,12,0,0.5,1,0,0,4,0,4,3,0,0,1,0,0,118,0,0,1,2,0,0,0,0,0,0,7,0,48,0,0,0,0,0
"81","19937","Spicer Lake",41.75738,-86.52208,640.5,7452,8415,7878,7.5,25,0,0,2,8,3,0,0,0,0,0,0,0,16,0,0,1,2,0,6,4,0,0,0,0,2,17,0,0,0,0,2,0,0,0,2,0,1,0,0,1,13,0,0,0,0,2.5,7,0,3,4,0,0,1,0,0,113,0,0,7,2,0,0,0,0,0,0,10,0,50,3,0,0,0,0
"82","19937","Spicer Lake",41.75738,-86.52208,648.5,7538,8535,7985,3,18,0,0,2,2,0,0,0,3,1,0,0,0,19,0,0,1,2,0,1,0,0,0,0,0,1,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,1,1,1,0.5,5,0,4,1,0,0,1,0,0,124,0,0,2,0,0,0,0,0,0,0,6,0,55,0,0,0,0,0
"83","19937","Spicer Lake",41.75738,-86.52208,656.5,7629,8656,8096,6,24,0,0,1,2,1,0,0,2,0,0,0,0,19,0,0,1,1,0,0,0,0,0,0,0,2,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,0,0,1,0,0,4,0,3,0,0,0,1,0,0,136,0,0,6,1,0,0,0,0,0,0,5,0,60,0,0,0,0,0
"84","19937","Spicer Lake",41.75738,-86.52208,664.5,7721,8780,8208,7.5,19,0,0,1,4,0,0,1,0,0,0,0,0,12,0,0,0,0,0,2,2,0,0,1,0,4,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,6,0,1,7,0,2,0,0,0,138,0,0,2,1,0,0,0,0,0,0,8,0,35,0,0,0,0,0
"85","19937","Spicer Lake",41.75738,-86.52208,672.5,7808,8900,8316,7.5,20,0,0,0,2,0,0,1,3,0,0,0,0,21,0,0,2,0,0,0,2,0,0,0,0,2,16,0,0,0,0,2,2,0,0,0,0,0,0,0,0,19,0,0,0,0,1.5,0,0,0,0,0,0,1,0,0,147,0,0,3,0,0,0,0,0,0,0,3,0,50,1,0,0,0,0
"86","19937","Spicer Lake",41.75738,-86.52208,680.5,7890,9027,8426,6,13,0,0,0,4,0,0,2,1,0,0,0,0,10,0,0,1,1,0,0,4,0,0,0,0,2,20,0,0,0,0,2,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,4,0,4,1,0,2,0,0,0,152,0,0,2,3,0,0,0,0,0,0,4,0,36,0,0,0,0,0
"87","19937","Spicer Lake",41.75738,-86.52208,688.5,7991,9134,8535,7,26,0,0,1,6,0,0,0,2,0,0,0,0,20,0,0,1,0,0,3,0,0,0,0,0,0,18,0,0,0,0,4,1,0,0,0,0,0,0,0,0,20,0,2,2,0,0,2,0,5,0,0,0,0,0,0,137,0,0,5,0,0,0,0,0,0,0,5,0,27,0,0,0,0,0
"88","19937","Spicer Lake",41.75738,-86.52208,696.5,8092,9246,8645,10,25,0,0,1,7,0,0,1,3,0,0,0,0,8,1,0,0,0,0,6,2,0,0,0,0,0,22,0,0,0,3,2,1,0,0,0,0,0,0,0,0,16,0,2,1,0,0,1,0,2,1,0,0,0,0,0,140,0,0,6,1,0,0,0,0,0,0,3,0,33,0,0,0,0,0
"89","19937","Spicer Lake",41.75738,-86.52208,704.5,8185,9366,8756,2,25,0,0,2,8,1,0,1,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,3,17,0,0,0,0,2,1,0,0,0,0,0,0,0,0,22,0,1,0,0,1,3,0,2,1,0,0,0,0,0,179,0,0,5,0,0,0,0,0,1,0,6,0,29,0,0,0,0,0
"90","19937","Spicer Lake",41.75738,-86.52208,712.5,8283,9482,8865,10,22,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,1,0,0,0,0,1,14,0,0,0,0,2,0,0,0,1,0,0,0,0,0,18,0,1.5,1,0,0.5,2,0,4,3,0,0,0,0,0,173,0,0,2,0,0,0,0,0,0,0,7,0,23,0,0,0,0,0
"91","19937","Spicer Lake",41.75738,-86.52208,720.5,8382,9593,8972,12,24,0,0,3,8,0,0,0,0,0,0,0,0,8,0,0,1,1,0,3,4,0,0,0,0,1,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,2,0,0,2,0,1,1,0,0,0,0,0,166,0,0,3,0,0,0,0,0,0,0,3,0,23,0,0,0,0,0
"92","19937","Spicer Lake",41.75738,-86.52208,728.5,8487,9696,9080,7.5,23,0,0,2,3,1,0,0,0,0,0,0,0,10,1,0,0,1,0,4,3,0,0,0,0,4,15,0,0,0,2,1,1,0,0,0,0,0,0,0,1,15,0,0,3,0,1,1,0,3,0,0,0,0,0,0,160,0,0,6,0,0,0,0,0,1,0,9,0,22,0,0,0,0,0
"93","19937","Spicer Lake",41.75738,-86.52208,736.5,8595,9794,9190,14,22,0,0,1,8,0,0,0,2,0,0,0,0,21,0,0,1,0,0,3,0,0,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,1,0,8,0,0,2,0,2,5,0,3,3,0,0,0,0,0,162,0,0,3,0,0,0,0,0,1,0,16,0,19,0,0,0,0,0
"94","19937","Spicer Lake",41.75738,-86.52208,744.5,8704,9899,9299,11.5,17,0,0,0,3,1,0,0,0,0,0,0,0,7,0,0,0,1,0,5,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,1.5,5,0,0.5,3,0,2,0,0,0,0,0,0,172,0,0,2,0,0,0,0,0,0,0,5,1,34,0,0,0,3,0
"95","19937","Spicer Lake",41.75738,-86.52208,750.5,8776,9981,9382,1,10,0,0,2,2,0,0,0,0,0,0,1,0,35,1,0,1,0,1,3,2,0,0,0,0,4,15,2,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,8,4,0,5,0,10,0,1,0,0,0,0,155,0,0,3,2,0,0,2,0,0,1,8,0,29,0,0,0,0,0
"96","19937","Spicer Lake",41.75738,-86.52208,756.5,8858,10052,9465,3,11,0,0,2,2,0,0,0,0,0,0,0,0,15,0,0,1,0,3,3,4,0,0,0,0,2,23,2,7,0,0,0,1,0,0,0,0,0,0,0,0,20,0,3,6,4,0,8,0,7,1,2,0,0,0,0,146,0,0,1,2,0,0,0,0,0,0,5,0,41,0,0,0,0,0
"97","19937","Spicer Lake",41.75738,-86.52208,762.5,8940,10135,9546,2,12,0,0,1,3,2,0,0,1,0,0,0,0,31,0,0,0,0,2,3,0,0,0,0,0,3,22,2,1,0,0,2,1,0,0,0,0,0,0,0,0,36,0,6,4,0,0,7,0,9,0,0,0,1,0,0,130,0,0,2,1,0,0,0,0,0,0,12,0,34,0,0,0,0,0
"98","19937","Spicer Lake",41.75738,-86.52208,768.5,9018,10211,9628,0.5,14,0,0,5,5,3,0,2,0,0,0,0,1,18,1,0,1,0,0,3,0,0,0,0,0,8,11,2,0,0,0,2,2,0,0,0,0,0,0,0,0,27,0,5,8,1,0.5,6,0,7,0,0,0,0,0,0,139,0,0,4,0,0,0,1,0,0,0,10,0,50,0,0,0,0,0
"99","19937","Spicer Lake",41.75738,-86.52208,774.5,9107,10281,9709,5.5,15,0,0,2,7,0,0,1,0,0,0,0,0,27,1,1,2,0,0,7,3,0,0,1,0,2,10,4,0,0,0,1,0,0,0,0,2,0,0,0,0,26,0,10,7,2,1,6,0,14,0,3,0,3,0,0,111,0,0,4,0,0,0,0,0,0,0,19,0,47,0,0,0,0,0
"100","19937","Spicer Lake",41.75738,-86.52208,780.5,9183,10365,9791,5,24,0,1,1,2,0,0,2,0,0,0,0,0,16,0,0,1,0,2,7,4,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,10,3,5,1,7,0,10,0,0,0,0,0,0,124,0,0,3,0,0,0,1,0,0,0,7,0,39,0,0,1,0,0
"101","19937","Spicer Lake",41.75738,-86.52208,786.5,9275,10429,9873,2,28,0,0,3,3,0,0,0,0,0,0,0,0,33,0,0,0,0,0,5,2,0,0,0,0,2,14,3,0,0,0,2,1,0,0,0,0,0,0,0,0,26,0,14,4,4,0,0,0,8,0,3,0,2,0,0,93,1,0,3,1,0,0,0,0,0,0,16,0,51,0,0,1,0,0
"102","19937","Spicer Lake",41.75738,-86.52208,792.5,9363,10503,9956,12.5,22,0,0,1,5,0,0,0,2,0,0,1,0,16,0,0,1,0,0,1,5,0,0,0,0,1,25,3,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,9,4,5,1,2,0,4,0,0,0,3,0,0,102,0,0,2,0,0,0,0,0,0,0,23,0,38,0,0,2,0,0
"103","19937","Spicer Lake",41.75738,-86.52208,798.5,9445,10573,10037,19,22,0,1,1,3,0,0,1,3,0,0,0,0,17,0,0,0,0,3,2,7,0,0,0,0,1,13,0,0,0,0,2,0,0,0,0,0,1,0,0,0,35,0,10,5,1,3,5,0,8,0,0,0,0,0,0,81,0,0,5,1,0,0,3,0,0,0,16,0,56,0,0,0,0,0
"104","19937","Spicer Lake",41.75738,-86.52208,804.5,9548,10638,10120,22,26,0,0,1,2,1,0,0,0,0,0,0,1,38,1,0,1,0,2,6,4,0,0,0,0,0,10,1,0,0,0,1,2,0,0,0,0,0,0,0,0,27,0,11,2,8,1,7,0,9,0,0,0,1,0,0,87,0,0,6,4,0,0,0,0,0,0,15,0,35,0,0,0,0,0
"105","19937","Spicer Lake",41.75738,-86.52208,810.5,9635,10714,10203,18,16,0,0,0,1,0,0,0,2,0,0,0,2,25,0,0,3,0,0,6,2,0,0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,0,0,0,44,0,20,4,11,1.5,4,0,4,0,1,0,0,0,0,78,0,0,2,2,0,0,1,0,1,0,11,0,41,0,0,0,0,0
"106","19937","Spicer Lake",41.75738,-86.52208,816.5,9736,10774,10284,18,21,0,0,1,1,0,0,0,3,0,0,0,1,18,0,0,0,0,0,8,1,0,0,0,0,0,12,3,0,0,0,2,0,0,0,0,0,0,0,0,0,23,0,25,10,0,3,1,0,11,0,0,0,3,0,0,83,1,0,3,0,0,0,1,0,0,0,14,0,56,0,0,0,0,0
"107","19937","Spicer Lake",41.75738,-86.52208,822.5,9830,10842,10365,22,13,0,2,1,2,0,0,0,4,0,0,0,0,14,0,0,0,0,0,11,3,0,0,0,0,2,10,2,0,0,0,5,0,0,0,0,0,0,0,0,0,43,0,15.5,3,3,2,2,1,10,0,1,0,1,0,0,93,0,0,2,1,0,0,2,0,0,0,9,0,44,0,0,1,0,0
"108","19937","Spicer Lake",41.75738,-86.52208,828.5,9917,10904,10447,13,17,0,0,2,1,1,0,0,3,0,0,0,1,13,1,0,1,0,1,6,11,0,0,0,0,0,6,1,0,0,0,7,1,0,0,0,0,0,0,0,0,26,0,14,15.5,7,1,4,0,9,0,0,0,2,0,0,90,0,0,7,4,0,0,1,0,0,0,12,0,49,0,0,0,0,0
"109","19937","Spicer Lake",41.75738,-86.52208,834.5,10028,10964,10527,23.5,14,0,3,2,0,2,0,1,5,0,0,0,0,14,0,0,0,0,0,4,6,0,0,0,0,0,10,2,0,0,0,1,2,0,0,0,0,0,0,0,0,51,0,14,8,11,0,4,0,11,0,0,0,3,0,0,87,0,0,2,1,1,0,0,0,0,0,7,0,38,0,0,0,0,0
"110","19937","Spicer Lake",41.75738,-86.52208,840.5,10116,11030,10609,17.5,16,0,1,1,0,1,0,1,3,0,0,0,0,18,0,0,0,0,1,3,2,0,0,0,0,0,19,1,0,0,0,3,0,0,0,0,0,0,0,0,0,39,0,19,6,8.5,1.5,4,0,7,0,0,0,0,0,0,95,0,0,2,0,0,0,2,0,0,0,3,0,44,0,0,0,0,0
"111","19937","Spicer Lake",41.75738,-86.52208,846.5,10232,11081,10692,4.5,6,0,1,0,2,1,0,0,3,0,0,0,0,11,0,15,0,0,2,5,1,0,0,0,1,1,24,0,0,0,0,2,0,0,0,0,0,2,0,0,0,44,0,3,12,1,37,3,0,18,0,2,0,3,0,0,73,0,0,5,2,0,3,1,0,0,0,4,1,40,0,0,0,0,0
"112","19937","Spicer Lake",41.75738,-86.52208,852.5,10337,11139,10775,15.5,5,0,0,2,4,3,0,0,7,0,0,0,1,10,0,0,1,0,0,3,4,0,0,0,0,0,16,2,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,36,65,11,0,8,0,9,0,1,0,1,0,0,61,0,0,6,0,0,0,2,0,0,0,4,0,45,1,0,0,0,0
"113","19937","Spicer Lake",41.75738,-86.52208,858.5,10446,11191,10863,14,8,0,1,0,2,1,0,0,11,0,0,0,0,6,0,0,3,0,0,4,0,0,0,0,0,0,27,3,0,0,0,2,3,0,0,0,0,0,0,0,0,22,0,24.5,30.5,7,0,6,4,12,0,1,0,2,0,0,66,0,0,8,0,0,0,0,0,0,0,22,0,48,0,0,0,0,0
"114","19937","Spicer Lake",41.75738,-86.52208,864.5,10546,11281,10954,9,7,0,1,0,3,1,0,0,6,0,0,0,0,3,2,0,0,0,1,4,0,0,0,0,0,5,33,6,0,0,0,3,2,0,0,0,0,0,0,0,0,62,3,10.5,12,5,53,5,0,12,0,3,0,0,0,0,18,0,0,5,2,0,1,1,0,2,0,0,0,62,0,0,2,0,0
"115","19937","Spicer Lake",41.75738,-86.52208,870.5,10616,11450,11039,23.5,4,0,1,1,1,0,0,0,38,0,0,0,0,5,0,0,1,0,2,7,0,0,0,0,0,0,31,1,1,0,0,2,4,0,0,0,0,0,0,0,0,16,0,15.5,65,8,0,5,0,9,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,1,0,57,2,3,0,0,0
"116","19937","Spicer Lake",41.75738,-86.52208,876.5,10704,11568,11129,38.5,7,0,1,0,1,1,0,1,42,0,0,0,0,1,0,0,0,0,4,7,1,0,0,0,0,0,20,1,0,0,0,0,5,0,0,0,0,0,0,0,0,18,0,20.5,77,6,2,5,0,5,0,0,0,0,0,0,25,0,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"117","19937","Spicer Lake",41.75738,-86.52208,882.5,10788,11706,11218,39,3,0,4,2,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,17,1,0,0,0,0,3,0,0,0,0,0,0,0,0,48,2,30.5,20,4,74.5,4,0,7,0,0,0,0,0,0,22,0,0,4,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0
"118","19937","Spicer Lake",41.75738,-86.52208,888.5,10871,11839,11311,8,2,0,7,0,0,6,0,0,5,0,0,0,0,6,0,0,3,0,0,3,5,0,0,0,1,0,15,0,0,0,0,1,8,0,0,0,0,0,1,0,0,31,0,63.5,113,1,5,7,0,1,0,0,0,0,0,1,17,0,0,1,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0
"119","19937","Spicer Lake",41.75738,-86.52208,894.5,10970,11971,11410,43.5,7,0,0,0,1,0,0,2,34,0,0,0,1,3,0,0,0,0,0,5,2,0,0,0,0,0,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,52.5,126,15,0,8,0,6,0,3,0,0,0,0,16,0,0,1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"120","19937","Spicer Lake",41.75738,-86.52208,900.5,11054,12138,11509,52.5,2,0,0,1,0,0,0,0,10,0,0,0,1,2,1,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,1,0,0,9,0,93.5,78.5,12,1,2,0,4,0,0,0,1,0,0,12,0,0,0,2,0,1,0,0,0,0,0,1,7,0,0,0,0,0
"121","19937","Spicer Lake",41.75738,-86.52208,908.5,11191,12294,11637,1,3,0,1,4,4,2,0,2,4,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,159,85.5,5,1.5,3,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"122","19937","Spicer Lake",41.75738,-86.52208,912.5,11286,12378,11719,72.5,1,0,0,1,2,3,0,1,2,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,8,1,0,0,0,0,3,0,0,0,0,0,1,0,1,6,0,119,62.5,6,3,1,0,5,0,1,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"123","19937","Spicer Lake",41.75738,-86.52208,918.5,11396,12592,11871,91,1,0,0,7,2,7,0,3,0,0,0,0,2,4,0,0,0,0,4,4,4,0,0,0,0,0,8,2,0,0,0,0,7,0,0,0,1,0,0,0,0,12,0,139,0.5,0,2,2,0,18,0,4,0,2,0,0,22,0,0,1,1,0,1,0,0,0,0,1,2,3,0,0,0,0,0
"124","19937","Spicer Lake",41.75738,-86.52208,924.5,11554,12910,12155,108,5,0,1,2,6,5,0,1,0,0,0,0,1,6,0,0,3,0,4,4,1,0,0,0,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,29,0,76,0,0,0,6,0,10,0,4,0,8,0,0,31,1,0,2,2,0,0,1,1,0,1,0,0,5,0,0,0,0,0
"125","19937","Spicer Lake",41.75738,-86.52208,928.5,11619,13255,12360,12,2,1,1,7,2,1,0,3,6,0,0,0,2,4,1,0,3,0,2,3,2,0,0,1,6,1,51,0,0,0,1,0,4,0,0,0,0,1,1,0,0,26,0,125,16,0,0,2,0,16,0,0,0,0,0,1,28,0,0,3,1,0,1,1,0,0,1,0,0,11,0,0,0,0,0
"126","19937","Spicer Lake",41.75738,-86.52208,930.5,11663,13437,12459,40.5,11,0,0,7,3,5,0,1,1,0,0,0,0,9,0,0,0,0,2,3,1,0,0,0,0,2,42,3,0,0,0,3,4,0,0,0,2,0,0,0,0,27,0,92.5,0,0,3.5,0,0,15,0,4,0,5,0,0,42,0,0,5,2,0,0,0,0,1,0,0,0,9,0,0,0,0,0
"127","19937","Spicer Lake",41.75738,-86.52208,942.5,11948,13973,13156,39.5,13,0,0,3,7,4,0,1,0,1,0,0,0,2,1,0,0,0,2,2,1,0,0,0,0,0,38,1,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,137,1,0,0,1,0,32,0,4,0,8,0,0,39,0,0,1,1,0,0,2,0,0,1,0,0,8,0,0,0,0,1
"128","19937","Spicer Lake",41.75738,-86.52208,948.5,12058,14147,13538,9,7,0,1,7,5,9,0,0,6,0,0,0,1,6,1,0,0,0,1,1,4,0,0,0,3,0,37,4,0,0,0,2,4,0,0,0,0,0,2,0,0,42,0,121.5,2,0,2,0,2,17,0,2,0,0,0,3,31,0,0,2,10,0,2,0,0,0,0,0,0,5,0,0,0,0,0
"129","19937","Spicer Lake",41.75738,-86.52208,954.5,12181,14293,13778,14.5,9,0,0,6,4,4,0,2,0,0,0,0,2,3,0,0,1,0,1,2,1,0,0,0,2,0,80,6,0,0,1,1,3,0,0,0,0,5,0,0,0,14,0,117,0,1,4,3,0,25,0,6,0,1,0,0,29,0,0,3,3,1,1,0,0,0,0,0,0,10,4,0,0,0,0
"130","19937","Spicer Lake",41.75738,-86.52208,968.5,12428,14538,14054,15.5,4,0,5,0,4,1,0,1,4,0,0,0,1,7,0,0,0,0,0,0,5,0,0,0,1,3,20,0,0,0,0,1,6,0,0,0,0,0,3,0,0,35,0,95,17.5,0,23,9,0,4,0,0,0,0,0,2,32,0,0,5,5,0,0,0,0,0,0,0,1,18,5,0,0,0,0
"131","19937","Spicer Lake",41.75738,-86.52208,972.5,12495,14585,14107,24.5,6,0,0,2,2,2,0,1,2,0,0,0,0,11,2,0,0,1,1,5,8,0,0,0,1,0,17,0,1,0,1,0,1,0,0,0,0,0,0,0,0,9,0,161,0,1,7,3,0,10,0,7,0,9,0,0,22,0,0,0,4,1,0,0,0,0,0,0,0,9,1,0,0,0,0
"132","19937","Spicer Lake",41.75738,-86.52208,978.5,12607,14656,14181,15,5,0,0,2,3,3,0,2,0,0,0,0,1,5,0,0,0,1,0,4,2,0,0,4,0,0,41,0,1,0,0,1,3,0,0,0,0,2,0,0,0,20,0,159.5,0,0,3,2,0,20,0,5,0,11,0,0,25,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
"133","19937","Spicer Lake",41.75738,-86.52208,984.5,12718,14720,14253,8,3,0,2,1,4,1,2,2,0,0,0,0,2,5,0,0,0,1,0,5,10,0,0,1,2,2,52,1,3,0,2,4,10,0,0,0,0,0,0,0,0,15,0,131.5,0,0,3,1,0,24,0,7,0,12,0,2,26,0,0,2,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0
"134","19937","Spicer Lake",41.75738,-86.52208,990.5,12826,14793,14323,7.5,7,0,0,0,3,0,2,3,0,0,0,0,0,4,0,0,1,1,1,3,4,0,0,0,0,1,37,0,1,0,1,2,3,0,0,0,0,0,0,0,0,9,0,114,0,1,0,4,0,15,0,1,0,2,0,0,17,0,0,7,4,0,0,2,0,0,2,0,0,2,0,0,0,0,0
"135","19937","Spicer Lake",41.75738,-86.52208,996.5,12926,14846,14392,17,5,0,1,2,9,5,2,2,1,1,0,0,1,4,0,0,0,1,1,2,13,0,0,0,0,0,38,1,2,0,2,1,6,0,0,0,0,0,0,0,0,20,0,154.5,0,1,1,2,0,27,0,3,0,10,0,0,19,0,0,9,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0
